filename,label,label_id
Apple___Apple_scab_143.jpg,Apple___Apple_scab,0
Apple___Apple_scab_144.jpg,Apple___Apple_scab,0
Apple___Apple_scab_145.jpg,Apple___Apple_scab,0
Apple___Apple_scab_146.jpg,Apple___Apple_scab,0
Apple___Apple_scab_147.jpg,Apple___Apple_scab,0
Apple___Apple_scab_148.jpg,Apple___Apple_scab,0
Apple___Apple_scab_149.jpg,Apple___Apple_scab,0
Apple___Apple_scab_150.jpg,Apple___Apple_scab,0
Apple___Apple_scab_151.jpg,Apple___Apple_scab,0
Apple___Apple_scab_152.jpg,Apple___Apple_scab,0
Apple___Apple_scab_153.jpg,Apple___Apple_scab,0
Apple___Apple_scab_154.jpg,Apple___Apple_scab,0
Apple___Apple_scab_155.jpg,Apple___Apple_scab,0
Apple___Apple_scab_156.jpg,Apple___Apple_scab,0
Apple___Apple_scab_157.jpg,Apple___Apple_scab,0
Apple___Apple_scab_158.jpg,Apple___Apple_scab,0
Apple___Apple_scab_159.jpg,Apple___Apple_scab,0
Apple___Apple_scab_160.jpg,Apple___Apple_scab,0
Apple___Apple_scab_161.jpg,Apple___Apple_scab,0
Apple___Apple_scab_162.jpg,Apple___Apple_scab,0
Apple___Apple_scab_163.jpg,Apple___Apple_scab,0
Apple___Apple_scab_164.jpg,Apple___Apple_scab,0
Apple___Apple_scab_165.jpg,Apple___Apple_scab,0
Apple___Apple_scab_166.jpg,Apple___Apple_scab,0
Apple___Apple_scab_167.jpg,Apple___Apple_scab,0
Apple___Apple_scab_168.jpg,Apple___Apple_scab,0
Apple___Apple_scab_169.jpg,Apple___Apple_scab,0
Apple___Apple_scab_170.jpg,Apple___Apple_scab,0
Apple___Apple_scab_171.jpg,Apple___Apple_scab,0
Apple___Apple_scab_172.jpg,Apple___Apple_scab,0
Apple___Apple_scab_173.jpg,Apple___Apple_scab,0
Apple___Apple_scab_174.jpg,Apple___Apple_scab,0
Apple___Apple_scab_175.jpg,Apple___Apple_scab,0
Apple___Apple_scab_176.jpg,Apple___Apple_scab,0
Apple___Apple_scab_177.jpg,Apple___Apple_scab,0
Apple___Apple_scab_178.jpg,Apple___Apple_scab,0
Apple___Apple_scab_179.jpg,Apple___Apple_scab,0
Apple___Apple_scab_180.jpg,Apple___Apple_scab,0
Apple___Apple_scab_181.jpg,Apple___Apple_scab,0
Apple___Apple_scab_182.jpg,Apple___Apple_scab,0
Apple___Apple_scab_183.jpg,Apple___Apple_scab,0
Apple___Apple_scab_184.jpg,Apple___Apple_scab,0
Apple___Apple_scab_185.jpg,Apple___Apple_scab,0
Apple___Apple_scab_186.jpg,Apple___Apple_scab,0
Apple___Apple_scab_187.jpg,Apple___Apple_scab,0
Apple___Apple_scab_188.jpg,Apple___Apple_scab,0
Apple___Apple_scab_189.jpg,Apple___Apple_scab,0
Apple___Apple_scab_190.jpg,Apple___Apple_scab,0
Apple___Apple_scab_191.jpg,Apple___Apple_scab,0
Apple___Apple_scab_192.jpg,Apple___Apple_scab,0
Apple___Apple_scab_193.jpg,Apple___Apple_scab,0
Apple___Apple_scab_194.jpg,Apple___Apple_scab,0
Apple___Apple_scab_195.jpg,Apple___Apple_scab,0
Apple___Apple_scab_196.jpg,Apple___Apple_scab,0
Apple___Apple_scab_197.jpg,Apple___Apple_scab,0
Apple___Apple_scab_198.jpg,Apple___Apple_scab,0
Apple___Apple_scab_199.jpg,Apple___Apple_scab,0
Apple___Apple_scab_200.jpg,Apple___Apple_scab,0
Apple___Apple_scab_201.jpg,Apple___Apple_scab,0
Apple___Apple_scab_202.jpg,Apple___Apple_scab,0
Apple___Apple_scab_203.jpg,Apple___Apple_scab,0
Apple___Apple_scab_204.jpg,Apple___Apple_scab,0
Apple___Apple_scab_205.jpg,Apple___Apple_scab,0
Apple___Apple_scab_206.jpg,Apple___Apple_scab,0
Apple___Apple_scab_207.jpg,Apple___Apple_scab,0
Apple___Apple_scab_208.jpg,Apple___Apple_scab,0
Apple___Apple_scab_209.jpg,Apple___Apple_scab,0
Apple___Apple_scab_210.jpg,Apple___Apple_scab,0
Apple___Apple_scab_211.jpg,Apple___Apple_scab,0
Apple___Apple_scab_212.jpg,Apple___Apple_scab,0
Apple___Apple_scab_213.jpg,Apple___Apple_scab,0
Apple___Apple_scab_214.jpg,Apple___Apple_scab,0
Apple___Apple_scab_215.jpg,Apple___Apple_scab,0
Apple___Apple_scab_216.jpg,Apple___Apple_scab,0
Apple___Apple_scab_217.jpg,Apple___Apple_scab,0
Apple___Apple_scab_218.jpg,Apple___Apple_scab,0
Apple___Apple_scab_219.jpg,Apple___Apple_scab,0
Apple___Apple_scab_220.jpg,Apple___Apple_scab,0
Apple___Apple_scab_221.jpg,Apple___Apple_scab,0
Apple___Apple_scab_222.jpg,Apple___Apple_scab,0
Apple___Apple_scab_223.jpg,Apple___Apple_scab,0
Apple___Apple_scab_224.jpg,Apple___Apple_scab,0
Apple___Apple_scab_225.jpg,Apple___Apple_scab,0
Apple___Apple_scab_226.jpg,Apple___Apple_scab,0
Apple___Apple_scab_227.jpg,Apple___Apple_scab,0
Apple___Apple_scab_228.jpg,Apple___Apple_scab,0
Apple___Apple_scab_229.jpg,Apple___Apple_scab,0
Apple___Apple_scab_230.jpg,Apple___Apple_scab,0
Apple___Apple_scab_231.jpg,Apple___Apple_scab,0
Apple___Apple_scab_232.jpg,Apple___Apple_scab,0
Apple___Apple_scab_233.jpg,Apple___Apple_scab,0
Apple___Apple_scab_234.jpg,Apple___Apple_scab,0
Apple___Apple_scab_235.jpg,Apple___Apple_scab,0
Apple___Apple_scab_236.jpg,Apple___Apple_scab,0
Apple___Apple_scab_237.jpg,Apple___Apple_scab,0
Apple___Apple_scab_238.jpg,Apple___Apple_scab,0
Apple___Apple_scab_239.jpg,Apple___Apple_scab,0
Apple___Apple_scab_240.jpg,Apple___Apple_scab,0
Apple___Apple_scab_241.jpg,Apple___Apple_scab,0
Apple___Apple_scab_242.jpg,Apple___Apple_scab,0
Apple___Apple_scab_243.jpg,Apple___Apple_scab,0
Apple___Apple_scab_244.jpg,Apple___Apple_scab,0
Apple___Apple_scab_245.jpg,Apple___Apple_scab,0
Apple___Apple_scab_246.jpg,Apple___Apple_scab,0
Apple___Apple_scab_247.jpg,Apple___Apple_scab,0
Apple___Apple_scab_248.jpg,Apple___Apple_scab,0
Apple___Apple_scab_249.jpg,Apple___Apple_scab,0
Apple___Apple_scab_250.jpg,Apple___Apple_scab,0
Apple___Apple_scab_251.jpg,Apple___Apple_scab,0
Apple___Apple_scab_252.jpg,Apple___Apple_scab,0
Apple___Apple_scab_253.jpg,Apple___Apple_scab,0
Apple___Apple_scab_254.jpg,Apple___Apple_scab,0
Apple___Apple_scab_255.jpg,Apple___Apple_scab,0
Apple___Apple_scab_256.jpg,Apple___Apple_scab,0
Apple___Apple_scab_257.jpg,Apple___Apple_scab,0
Apple___Apple_scab_258.jpg,Apple___Apple_scab,0
Apple___Apple_scab_259.jpg,Apple___Apple_scab,0
Apple___Apple_scab_260.jpg,Apple___Apple_scab,0
Apple___Apple_scab_261.jpg,Apple___Apple_scab,0
Apple___Apple_scab_262.jpg,Apple___Apple_scab,0
Apple___Apple_scab_263.jpg,Apple___Apple_scab,0
Apple___Apple_scab_264.jpg,Apple___Apple_scab,0
Apple___Apple_scab_265.jpg,Apple___Apple_scab,0
Apple___Apple_scab_266.jpg,Apple___Apple_scab,0
Apple___Apple_scab_267.jpg,Apple___Apple_scab,0
Apple___Apple_scab_268.jpg,Apple___Apple_scab,0
Apple___Apple_scab_269.jpg,Apple___Apple_scab,0
Apple___Apple_scab_270.jpg,Apple___Apple_scab,0
Apple___Apple_scab_271.jpg,Apple___Apple_scab,0
Apple___Apple_scab_272.jpg,Apple___Apple_scab,0
Apple___Apple_scab_273.jpg,Apple___Apple_scab,0
Apple___Apple_scab_274.jpg,Apple___Apple_scab,0
Apple___Apple_scab_275.jpg,Apple___Apple_scab,0
Apple___Apple_scab_276.jpg,Apple___Apple_scab,0
Apple___Apple_scab_277.jpg,Apple___Apple_scab,0
Apple___Apple_scab_278.jpg,Apple___Apple_scab,0
Apple___Apple_scab_279.jpg,Apple___Apple_scab,0
Apple___Apple_scab_280.jpg,Apple___Apple_scab,0
Apple___Apple_scab_281.jpg,Apple___Apple_scab,0
Apple___Apple_scab_282.jpg,Apple___Apple_scab,0
Apple___Apple_scab_283.jpg,Apple___Apple_scab,0
Apple___Apple_scab_284.jpg,Apple___Apple_scab,0
Apple___Apple_scab_285.jpg,Apple___Apple_scab,0
Apple___Apple_scab_286.jpg,Apple___Apple_scab,0
Apple___Apple_scab_287.jpg,Apple___Apple_scab,0
Apple___Apple_scab_288.jpg,Apple___Apple_scab,0
Apple___Apple_scab_289.jpg,Apple___Apple_scab,0
Apple___Apple_scab_290.jpg,Apple___Apple_scab,0
Apple___Apple_scab_291.jpg,Apple___Apple_scab,0
Apple___Apple_scab_292.jpg,Apple___Apple_scab,0
Apple___Apple_scab_293.jpg,Apple___Apple_scab,0
Apple___Apple_scab_294.jpg,Apple___Apple_scab,0
Apple___Apple_scab_295.jpg,Apple___Apple_scab,0
Apple___Apple_scab_296.jpg,Apple___Apple_scab,0
Apple___Apple_scab_297.jpg,Apple___Apple_scab,0
Apple___Apple_scab_298.jpg,Apple___Apple_scab,0
Apple___Apple_scab_299.jpg,Apple___Apple_scab,0
Apple___Apple_scab_300.jpg,Apple___Apple_scab,0
Apple___Apple_scab_301.jpg,Apple___Apple_scab,0
Apple___Apple_scab_302.jpg,Apple___Apple_scab,0
Apple___Apple_scab_303.jpg,Apple___Apple_scab,0
Apple___Apple_scab_304.jpg,Apple___Apple_scab,0
Apple___Apple_scab_305.jpg,Apple___Apple_scab,0
Apple___Apple_scab_306.jpg,Apple___Apple_scab,0
Apple___Apple_scab_307.jpg,Apple___Apple_scab,0
Apple___Apple_scab_308.jpg,Apple___Apple_scab,0
Apple___Apple_scab_309.jpg,Apple___Apple_scab,0
Apple___Apple_scab_310.jpg,Apple___Apple_scab,0
Apple___Apple_scab_311.jpg,Apple___Apple_scab,0
Apple___Apple_scab_312.jpg,Apple___Apple_scab,0
Apple___Apple_scab_313.jpg,Apple___Apple_scab,0
Apple___Apple_scab_314.jpg,Apple___Apple_scab,0
Apple___Apple_scab_315.jpg,Apple___Apple_scab,0
Apple___Apple_scab_316.jpg,Apple___Apple_scab,0
Apple___Apple_scab_317.jpg,Apple___Apple_scab,0
Apple___Apple_scab_318.jpg,Apple___Apple_scab,0
Apple___Apple_scab_319.jpg,Apple___Apple_scab,0
Apple___Apple_scab_320.jpg,Apple___Apple_scab,0
Apple___Apple_scab_321.jpg,Apple___Apple_scab,0
Apple___Apple_scab_322.jpg,Apple___Apple_scab,0
Apple___Apple_scab_323.jpg,Apple___Apple_scab,0
Apple___Apple_scab_324.jpg,Apple___Apple_scab,0
Apple___Apple_scab_325.jpg,Apple___Apple_scab,0
Apple___Apple_scab_326.jpg,Apple___Apple_scab,0
Apple___Apple_scab_327.jpg,Apple___Apple_scab,0
Apple___Apple_scab_328.jpg,Apple___Apple_scab,0
Apple___Apple_scab_329.jpg,Apple___Apple_scab,0
Apple___Apple_scab_330.jpg,Apple___Apple_scab,0
Apple___Apple_scab_331.jpg,Apple___Apple_scab,0
Apple___Apple_scab_332.jpg,Apple___Apple_scab,0
Apple___Apple_scab_333.jpg,Apple___Apple_scab,0
Apple___Apple_scab_334.jpg,Apple___Apple_scab,0
Apple___Apple_scab_335.jpg,Apple___Apple_scab,0
Apple___Apple_scab_336.jpg,Apple___Apple_scab,0
Apple___Apple_scab_337.jpg,Apple___Apple_scab,0
Apple___Apple_scab_338.jpg,Apple___Apple_scab,0
Apple___Apple_scab_339.jpg,Apple___Apple_scab,0
Apple___Apple_scab_340.jpg,Apple___Apple_scab,0
Apple___Apple_scab_341.jpg,Apple___Apple_scab,0
Apple___Apple_scab_342.jpg,Apple___Apple_scab,0
Apple___Apple_scab_343.jpg,Apple___Apple_scab,0
Apple___Apple_scab_344.jpg,Apple___Apple_scab,0
Apple___Apple_scab_345.jpg,Apple___Apple_scab,0
Apple___Apple_scab_346.jpg,Apple___Apple_scab,0
Apple___Apple_scab_347.jpg,Apple___Apple_scab,0
Apple___Apple_scab_348.jpg,Apple___Apple_scab,0
Apple___Apple_scab_349.jpg,Apple___Apple_scab,0
Apple___Apple_scab_350.jpg,Apple___Apple_scab,0
Apple___Apple_scab_351.jpg,Apple___Apple_scab,0
Apple___Apple_scab_352.jpg,Apple___Apple_scab,0
Apple___Apple_scab_353.jpg,Apple___Apple_scab,0
Apple___Apple_scab_354.jpg,Apple___Apple_scab,0
Apple___Apple_scab_355.jpg,Apple___Apple_scab,0
Apple___Apple_scab_356.jpg,Apple___Apple_scab,0
Apple___Apple_scab_357.jpg,Apple___Apple_scab,0
Apple___Apple_scab_358.jpg,Apple___Apple_scab,0
Apple___Apple_scab_359.jpg,Apple___Apple_scab,0
Apple___Apple_scab_360.jpg,Apple___Apple_scab,0
Apple___Apple_scab_361.jpg,Apple___Apple_scab,0
Apple___Apple_scab_362.jpg,Apple___Apple_scab,0
Apple___Apple_scab_363.jpg,Apple___Apple_scab,0
Apple___Apple_scab_364.jpg,Apple___Apple_scab,0
Apple___Apple_scab_365.jpg,Apple___Apple_scab,0
Apple___Apple_scab_366.jpg,Apple___Apple_scab,0
Apple___Apple_scab_367.jpg,Apple___Apple_scab,0
Apple___Apple_scab_368.jpg,Apple___Apple_scab,0
Apple___Apple_scab_369.jpg,Apple___Apple_scab,0
Apple___Apple_scab_370.jpg,Apple___Apple_scab,0
Apple___Apple_scab_371.jpg,Apple___Apple_scab,0
Apple___Apple_scab_372.jpg,Apple___Apple_scab,0
Apple___Apple_scab_373.jpg,Apple___Apple_scab,0
Apple___Apple_scab_374.jpg,Apple___Apple_scab,0
Apple___Apple_scab_375.jpg,Apple___Apple_scab,0
Apple___Apple_scab_376.jpg,Apple___Apple_scab,0
Apple___Apple_scab_377.jpg,Apple___Apple_scab,0
Apple___Apple_scab_378.jpg,Apple___Apple_scab,0
Apple___Apple_scab_379.jpg,Apple___Apple_scab,0
Apple___Apple_scab_380.jpg,Apple___Apple_scab,0
Apple___Apple_scab_381.jpg,Apple___Apple_scab,0
Apple___Apple_scab_382.jpg,Apple___Apple_scab,0
Apple___Apple_scab_383.jpg,Apple___Apple_scab,0
Apple___Apple_scab_384.jpg,Apple___Apple_scab,0
Apple___Apple_scab_385.jpg,Apple___Apple_scab,0
Apple___Apple_scab_386.jpg,Apple___Apple_scab,0
Apple___Apple_scab_387.jpg,Apple___Apple_scab,0
Apple___Apple_scab_388.jpg,Apple___Apple_scab,0
Apple___Apple_scab_389.jpg,Apple___Apple_scab,0
Apple___Apple_scab_390.jpg,Apple___Apple_scab,0
Apple___Apple_scab_391.jpg,Apple___Apple_scab,0
Apple___Apple_scab_392.jpg,Apple___Apple_scab,0
Apple___Apple_scab_393.jpg,Apple___Apple_scab,0
Apple___Apple_scab_394.jpg,Apple___Apple_scab,0
Apple___Apple_scab_395.jpg,Apple___Apple_scab,0
Apple___Apple_scab_396.jpg,Apple___Apple_scab,0
Apple___Apple_scab_397.jpg,Apple___Apple_scab,0
Apple___Apple_scab_398.jpg,Apple___Apple_scab,0
Apple___Apple_scab_399.jpg,Apple___Apple_scab,0
Apple___Apple_scab_400.jpg,Apple___Apple_scab,0
Apple___Apple_scab_401.jpg,Apple___Apple_scab,0
Apple___Apple_scab_402.jpg,Apple___Apple_scab,0
Apple___Apple_scab_403.jpg,Apple___Apple_scab,0
Apple___Apple_scab_404.jpg,Apple___Apple_scab,0
Apple___Apple_scab_405.jpg,Apple___Apple_scab,0
Apple___Apple_scab_406.jpg,Apple___Apple_scab,0
Apple___Apple_scab_407.jpg,Apple___Apple_scab,0
Apple___Apple_scab_408.jpg,Apple___Apple_scab,0
Apple___Apple_scab_409.jpg,Apple___Apple_scab,0
Apple___Apple_scab_410.jpg,Apple___Apple_scab,0
Apple___Apple_scab_411.jpg,Apple___Apple_scab,0
Apple___Apple_scab_412.jpg,Apple___Apple_scab,0
Apple___Apple_scab_413.jpg,Apple___Apple_scab,0
Apple___Apple_scab_414.jpg,Apple___Apple_scab,0
Apple___Apple_scab_415.jpg,Apple___Apple_scab,0
Apple___Apple_scab_416.jpg,Apple___Apple_scab,0
Apple___Apple_scab_417.jpg,Apple___Apple_scab,0
Apple___Apple_scab_418.jpg,Apple___Apple_scab,0
Apple___Apple_scab_419.jpg,Apple___Apple_scab,0
Apple___Apple_scab_420.jpg,Apple___Apple_scab,0
Apple___Apple_scab_421.jpg,Apple___Apple_scab,0
Apple___Apple_scab_422.jpg,Apple___Apple_scab,0
Apple___Apple_scab_423.jpg,Apple___Apple_scab,0
Apple___Apple_scab_424.jpg,Apple___Apple_scab,0
Apple___Apple_scab_425.jpg,Apple___Apple_scab,0
Apple___Apple_scab_426.jpg,Apple___Apple_scab,0
Apple___Apple_scab_427.jpg,Apple___Apple_scab,0
Apple___Apple_scab_428.jpg,Apple___Apple_scab,0
Apple___Apple_scab_429.jpg,Apple___Apple_scab,0
Apple___Apple_scab_430.jpg,Apple___Apple_scab,0
Apple___Apple_scab_431.jpg,Apple___Apple_scab,0
Apple___Apple_scab_432.jpg,Apple___Apple_scab,0
Apple___Apple_scab_433.jpg,Apple___Apple_scab,0
Apple___Apple_scab_434.jpg,Apple___Apple_scab,0
Apple___Apple_scab_435.jpg,Apple___Apple_scab,0
Apple___Apple_scab_436.jpg,Apple___Apple_scab,0
Apple___Apple_scab_437.jpg,Apple___Apple_scab,0
Apple___Apple_scab_438.jpg,Apple___Apple_scab,0
Apple___Apple_scab_439.jpg,Apple___Apple_scab,0
Apple___Apple_scab_440.jpg,Apple___Apple_scab,0
Apple___Apple_scab_441.jpg,Apple___Apple_scab,0
Apple___Apple_scab_442.jpg,Apple___Apple_scab,0
Apple___Apple_scab_443.jpg,Apple___Apple_scab,0
Apple___Apple_scab_444.jpg,Apple___Apple_scab,0
Apple___Apple_scab_445.jpg,Apple___Apple_scab,0
Apple___Apple_scab_446.jpg,Apple___Apple_scab,0
Apple___Apple_scab_447.jpg,Apple___Apple_scab,0
Apple___Apple_scab_448.jpg,Apple___Apple_scab,0
Apple___Apple_scab_449.jpg,Apple___Apple_scab,0
Apple___Apple_scab_450.jpg,Apple___Apple_scab,0
Apple___Apple_scab_451.jpg,Apple___Apple_scab,0
Apple___Apple_scab_452.jpg,Apple___Apple_scab,0
Apple___Apple_scab_453.jpg,Apple___Apple_scab,0
Apple___Apple_scab_454.jpg,Apple___Apple_scab,0
Apple___Apple_scab_455.jpg,Apple___Apple_scab,0
Apple___Apple_scab_456.jpg,Apple___Apple_scab,0
Apple___Apple_scab_457.jpg,Apple___Apple_scab,0
Apple___Apple_scab_458.jpg,Apple___Apple_scab,0
Apple___Apple_scab_459.jpg,Apple___Apple_scab,0
Apple___Apple_scab_460.jpg,Apple___Apple_scab,0
Apple___Apple_scab_461.jpg,Apple___Apple_scab,0
Apple___Apple_scab_462.jpg,Apple___Apple_scab,0
Apple___Apple_scab_463.jpg,Apple___Apple_scab,0
Apple___Apple_scab_464.jpg,Apple___Apple_scab,0
Apple___Apple_scab_465.jpg,Apple___Apple_scab,0
Apple___Apple_scab_466.jpg,Apple___Apple_scab,0
